DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-02,75,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-03,74,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-04,72,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-05,71,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-06,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-07,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-08,69,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-09,69,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-10,69,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-11,68,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2024-12,68,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2025-01,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2025-02,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bosnia and Herzegovina,2025-03,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-01,137,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-02,139,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-03,134,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-04,125,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-05,118,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-06,115,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-07,123,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-08,125,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-09,124,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-10,125,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-11,127,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2024-12,136,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2025-01,143,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2025-02,149,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2025-03,151,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Belgium,2025-04,152,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-01,69,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-02,71,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-03,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-04,67,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-05,62,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-06,57,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-07,53,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-08,52,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-09,55,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-10,62,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-11,64,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2024-12,63,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2025-01,59,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2025-02,54,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2025-03,52,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Bulgaria,2025-04,54,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-01,89,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-02,90,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-03,88,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-04,86,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-05,85,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-06,85,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-07,87,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-08,87,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-09,86,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-10,83,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-11,85,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2024-12,92,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2025-01,101,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2025-02,102,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Switzerland,2025-03,102,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-01,13,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-02,12,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-03,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-04,9,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-05,8,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-06,9,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-07,10,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-08,10,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-09,8,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-10,8,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-11,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2024-12,12,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2025-01,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2025-02,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2025-03,9,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Cyprus,2025-04,7,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-01,68,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-02,51,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-03,67,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-04,53,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-05,52,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-06,58,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-07,45,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-08,37,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-09,59,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-10,53,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-11,31,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2024-12,64,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2025-01,57,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2025-02,45,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2025-03,60,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Czechia,2025-04,55,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-01,619,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-02,764,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-03,660,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-04,631,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-05,707,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-06,673,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-07,705,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-08,730,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-09,621,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-10,615,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-11,668,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2024-12,655,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2025-01,770,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2025-02,743,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2025-03,734,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Germany,2025-04,753,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-01,79,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-02,61,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-03,57,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-04,67,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-05,55,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-06,52,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-07,60,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-08,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-09,68,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-10,58,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-11,61,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2024-12,79,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2025-01,79,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2025-02,57,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2025-03,73,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Denmark,2025-04,83,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-01,24,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-02,25,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-03,24,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-04,22,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-05,23,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-06,22,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-07,23,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Males,Estonia,2024-08,21,,
