DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-01,77,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-02,78,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-03,86,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-04,85,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-05,76,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-06,84,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-07,73,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-08,63,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-09,96,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-10,99,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-11,71,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2024-12,87,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2025-01,95,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2025-02,85,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2025-03,101,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Austria,2025-04,103,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-01,84,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-02,84,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-03,84,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-04,83,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-05,82,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-06,82,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-07,83,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-08,83,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-09,81,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-10,81,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-11,80,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2024-12,80,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2025-01,82,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2025-02,82,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bosnia and Herzegovina,2025-03,82,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-01,102,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-02,99,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-03,99,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-04,102,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-05,102,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-06,99,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-07,103,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-08,102,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-09,100,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-10,105,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-11,107,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2024-12,112,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2025-01,111,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2025-02,111,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2025-03,110,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Belgium,2025-04,112,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-01,63,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-02,65,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-03,64,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-04,59,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-05,53,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-06,49,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-07,45,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-08,43,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-09,41,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-10,42,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-11,42,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2024-12,44,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2025-01,49,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2025-02,51,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2025-03,51,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Bulgaria,2025-04,48,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-01,82,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-02,84,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-03,83,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-04,82,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-05,83,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-06,84,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-07,89,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-08,91,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-09,90,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-10,87,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-11,87,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2024-12,89,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2025-01,91,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2025-02,92,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Switzerland,2025-03,93,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-01,12,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-02,12,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-03,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-04,10,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-05,9,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-06,12,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-07,12,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-08,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-09,6,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-10,7,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-11,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2024-12,13,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2025-01,13,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2025-02,13,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2025-03,11,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Cyprus,2025-04,9,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-01,75,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-02,66,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-03,75,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-04,66,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-05,57,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-06,53,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-07,55,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-08,65,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-09,60,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-10,51,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-11,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2024-12,59,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2025-01,52,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2025-02,72,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2025-03,60,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Czechia,2025-04,60,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-01,518,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-02,501,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-03,585,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-04,509,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-05,520,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-06,492,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-07,524,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-08,556,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-09,501,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-10,525,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-11,534,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2024-12,518,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2025-01,561,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2025-02,586,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2025-03,565,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Germany,2025-04,574,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Denmark,2024-01,62,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Denmark,2024-02,66,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Denmark,2024-03,53,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Denmark,2024-04,64,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Denmark,2024-05,70,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Denmark,2024-06,64,,
ESTAT:UNE_RT_M(1.0),06/06/25 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 25 to 74 years,Thousand persons,Females,Denmark,2024-07,72,,
